,Province/State,Country/Region,Date,total_cases
52,Fujian,China,2020-01-22,1
53,Gansu,China,2020-01-22,0
54,Guangdong,China,2020-01-22,26
55,Guangxi,China,2020-01-22,2
56,Guizhou,China,2020-01-22,1
57,Hainan,China,2020-01-22,4
58,Hebei,China,2020-01-22,1
59,Heilongjiang,China,2020-01-22,0
60,Henan,China,2020-01-22,5
61,Hong Kong,China,2020-01-22,0
62,Hubei,China,2020-01-22,444
63,Hunan,China,2020-01-22,4
64,Inner Mongolia,China,2020-01-22,0
65,Jiangsu,China,2020-01-22,1
66,Jiangxi,China,2020-01-22,2
67,Jilin,China,2020-01-22,0
68,Liaoning,China,2020-01-22,2
69,Macau,China,2020-01-22,1
70,Ningxia,China,2020-01-22,1
71,Qinghai,China,2020-01-22,0
72,Shaanxi,China,2020-01-22,0
73,Shandong,China,2020-01-22,2
74,Shanghai,China,2020-01-22,9
75,Shanxi,China,2020-01-22,1
76,Sichuan,China,2020-01-22,5
77,Tianjin,China,2020-01-22,4
78,Tibet,China,2020-01-22,0
79,Xinjiang,China,2020-01-22,0
80,Yunnan,China,2020-01-22,1
81,Zhejiang,China,2020-01-22,10
82,,Colombia,2020-01-22,0
83,,Costa Rica,2020-01-22,0
84,,Cote d'Ivoire,2020-01-22,0
85,,Croatia,2020-01-22,0
86,,Cuba,2020-01-22,0
87,,Cyprus,2020-01-22,0
88,,Czechia,2020-01-22,0
89,Faroe Islands,Denmark,2020-01-22,0
90,Greenland,Denmark,2020-01-22,0
91,,Denmark,2020-01-22,0
92,,Djibouti,2020-01-22,0
93,,Dominican Republic,2020-01-22,0
94,,Ecuador,2020-01-22,0
95,,Egypt,2020-01-22,0
96,,El Salvador,2020-01-22,0
97,,Equatorial Guinea,2020-01-22,0
98,,Eritrea,2020-01-22,0
99,,Estonia,2020-01-22,0
100,,Eswatini,2020-01-22,0
101,,Ethiopia,2020-01-22,0
102,,Fiji,2020-01-22,0
103,,Finland,2020-01-22,0
104,French Guiana,France,2020-01-22,0
105,French Polynesia,France,2020-01-22,0
106,Guadeloupe,France,2020-01-22,0
107,Mayotte,France,2020-01-22,0
108,New Caledonia,France,2020-01-22,0
109,Reunion,France,2020-01-22,0
110,Saint Barthelemy,France,2020-01-22,0
111,St Martin,France,2020-01-22,0
112,Martinique,France,2020-01-22,0
113,,France,2020-01-22,0
114,,Gabon,2020-01-22,0
115,,Gambia,2020-01-22,0
116,,Georgia,2020-01-22,0
117,,Germany,2020-01-22,0
118,,Ghana,2020-01-22,0
119,,Greece,2020-01-22,0
120,,Guatemala,2020-01-22,0
121,,Guinea,2020-01-22,0
122,,Guyana,2020-01-22,0
123,,Haiti,2020-01-22,0
124,,Honduras,2020-01-22,0
125,,Hungary,2020-01-22,0
126,,Iceland,2020-01-22,0
127,,India,2020-01-22,0
128,,Indonesia,2020-01-22,0
129,,Iran,2020-01-22,0
130,,Iraq,2020-01-22,0
131,,Ireland,2020-01-22,0
132,,Israel,2020-01-22,0
133,,Italy,2020-01-22,0
134,,Jamaica,2020-01-22,0
135,,Japan,2020-01-22,2
136,,Jordan,2020-01-22,0
137,,Kazakhstan,2020-01-22,0
138,,Kenya,2020-01-22,0
139,,"Korea, South",2020-01-22,1
140,,Kuwait,2020-01-22,0
141,,Kyrgyzstan,2020-01-22,0
142,,Latvia,2020-01-22,0
143,,Lebanon,2020-01-22,0
144,,Liberia,2020-01-22,0
145,,Liechtenstein,2020-01-22,0
146,,Lithuania,2020-01-22,0
147,,Luxembourg,2020-01-22,0
148,,Madagascar,2020-01-22,0
149,,Malaysia,2020-01-22,0
150,,Maldives,2020-01-22,0
151,,Malta,2020-01-22,0
152,,Mauritania,2020-01-22,0
153,,Mauritius,2020-01-22,0
154,,Mexico,2020-01-22,0
155,,Moldova,2020-01-22,0
156,,Monaco,2020-01-22,0
157,,Mongolia,2020-01-22,0
158,,Montenegro,2020-01-22,0
159,,Morocco,2020-01-22,0
160,,Namibia,2020-01-22,0
161,,Nepal,2020-01-22,0
162,Aruba,Netherlands,2020-01-22,0
163,Curacao,Netherlands,2020-01-22,0
164,Sint Maarten,Netherlands,2020-01-22,0
165,,Netherlands,2020-01-22,0
166,,New Zealand,2020-01-22,0
167,,Nicaragua,2020-01-22,0
168,,Niger,2020-01-22,0
169,,Nigeria,2020-01-22,0
170,,North Macedonia,2020-01-22,0
171,,Norway,2020-01-22,0
172,,Oman,2020-01-22,0
173,,Pakistan,2020-01-22,0
174,,Panama,2020-01-22,0
175,,Papua New Guinea,2020-01-22,0
176,,Paraguay,2020-01-22,0
177,,Peru,2020-01-22,0
178,,Philippines,2020-01-22,0
179,,Poland,2020-01-22,0
180,,Portugal,2020-01-22,0
181,,Qatar,2020-01-22,0
182,,Romania,2020-01-22,0
183,,Russia,2020-01-22,0
184,,Rwanda,2020-01-22,0
185,,Saint Lucia,2020-01-22,0
186,,Saint Vincent and the Grenadines,2020-01-22,0
187,,San Marino,2020-01-22,0
188,,Saudi Arabia,2020-01-22,0
189,,Senegal,2020-01-22,0
190,,Serbia,2020-01-22,0
191,,Seychelles,2020-01-22,0
192,,Singapore,2020-01-22,0
193,,Slovakia,2020-01-22,0
194,,Slovenia,2020-01-22,0
195,,Somalia,2020-01-22,0
196,,South Africa,2020-01-22,0
197,,Spain,2020-01-22,0
198,,Sri Lanka,2020-01-22,0
199,,Sudan,2020-01-22,0
200,,Suriname,2020-01-22,0
201,,Sweden,2020-01-22,0
202,,Switzerland,2020-01-22,0
203,,Taiwan*,2020-01-22,1
204,,Tanzania,2020-01-22,0
205,,Thailand,2020-01-22,2
206,,Togo,2020-01-22,0
207,,Trinidad and Tobago,2020-01-22,0
208,,Tunisia,2020-01-22,0
209,,Turkey,2020-01-22,0
210,,Uganda,2020-01-22,0
211,,Ukraine,2020-01-22,0
212,,United Arab Emirates,2020-01-22,0
213,Bermuda,United Kingdom,2020-01-22,0
214,Cayman Islands,United Kingdom,2020-01-22,0
215,Channel Islands,United Kingdom,2020-01-22,0
216,Gibraltar,United Kingdom,2020-01-22,0
217,Isle of Man,United Kingdom,2020-01-22,0
218,Montserrat,United Kingdom,2020-01-22,0
219,,United Kingdom,2020-01-22,0
220,,Uruguay,2020-01-22,0
221,,US,2020-01-22,1
222,,Uzbekistan,2020-01-22,0
223,,Venezuela,2020-01-22,0
224,,Vietnam,2020-01-22,0
225,,Zambia,2020-01-22,0
226,,Zimbabwe,2020-01-22,0
227,Diamond Princess,Canada,2020-01-22,0
228,,Dominica,2020-01-22,0
229,,Grenada,2020-01-22,0
230,,Mozambique,2020-01-22,0
231,,Syria,2020-01-22,0
232,,Belize,2020-01-22,0
233,Recovered,Canada,2020-01-22,0
234,,Laos,2020-01-22,0
235,,Libya,2020-01-22,0
236,,Guinea-Bissau,2020-01-22,0
237,,Mali,2020-01-22,0
238,,Saint Kitts and Nevis,2020-01-22,0
239,Northwest Territories,Canada,2020-01-22,0
240,Yukon,Canada,2020-01-22,0
241,,Burma,2020-01-22,0
242,Anguilla,United Kingdom,2020-01-22,0
243,British Virgin Islands,United Kingdom,2020-01-22,0
244,Turks and Caicos Islands,United Kingdom,2020-01-22,0
245,,Botswana,2020-01-22,0
246,,Burundi,2020-01-22,0
247,,Sierra Leone,2020-01-22,0
248,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-22,0
249,,Malawi,2020-01-22,0
250,Falkland Islands (Malvinas),United Kingdom,2020-01-22,0
251,Saint Pierre and Miquelon,France,2020-01-22,0
252,,South Sudan,2020-01-22,0
253,,Sao Tome and Principe,2020-01-22,0
254,,Yemen,2020-01-22,0
255,,Comoros,2020-01-22,0
256,,Tajikistan,2020-01-22,0
257,,Afghanistan,2020-01-23,0
258,,Albania,2020-01-23,0
259,,Algeria,2020-01-23,0
260,,Andorra,2020-01-23,0
261,,Angola,2020-01-23,0
262,,Antigua and Barbuda,2020-01-23,0
263,,Argentina,2020-01-23,0
264,,Armenia,2020-01-23,0
265,Australian Capital Territory,Australia,2020-01-23,0
266,New South Wales,Australia,2020-01-23,0
267,Northern Territory,Australia,2020-01-23,0
268,Queensland,Australia,2020-01-23,0
269,South Australia,Australia,2020-01-23,0
270,Tasmania,Australia,2020-01-23,0
271,Victoria,Australia,2020-01-23,0
272,Western Australia,Australia,2020-01-23,0
273,,Austria,2020-01-23,0
274,,Azerbaijan,2020-01-23,0
275,,Bahamas,2020-01-23,0
276,,Bahrain,2020-01-23,0
277,,Bangladesh,2020-01-23,0
278,,Barbados,2020-01-23,0
279,,Belarus,2020-01-23,0
280,,Belgium,2020-01-23,0
281,,Benin,2020-01-23,0
282,,Bhutan,2020-01-23,0
283,,Bolivia,2020-01-23,0
284,,Bosnia and Herzegovina,2020-01-23,0
285,,Brazil,2020-01-23,0
286,,Brunei,2020-01-23,0
287,,Bulgaria,2020-01-23,0
288,,Burkina Faso,2020-01-23,0
289,,Cabo Verde,2020-01-23,0
290,,Cambodia,2020-01-23,0
291,,Cameroon,2020-01-23,0
292,Alberta,Canada,2020-01-23,0
293,British Columbia,Canada,2020-01-23,0
294,Grand Princess,Canada,2020-01-23,0
295,Manitoba,Canada,2020-01-23,0
296,New Brunswick,Canada,2020-01-23,0
297,Newfoundland and Labrador,Canada,2020-01-23,0
298,Nova Scotia,Canada,2020-01-23,0
299,Ontario,Canada,2020-01-23,0
300,Prince Edward Island,Canada,2020-01-23,0
301,Quebec,Canada,2020-01-23,0
302,Saskatchewan,Canada,2020-01-23,0
303,,Central African Republic,2020-01-23,0
304,,Chad,2020-01-23,0
305,,Chile,2020-01-23,0
306,Anhui,China,2020-01-23,9
307,Beijing,China,2020-01-23,22
308,Chongqing,China,2020-01-23,9
309,Fujian,China,2020-01-23,5
310,Gansu,China,2020-01-23,2
311,Guangdong,China,2020-01-23,32
312,Guangxi,China,2020-01-23,5
313,Guizhou,China,2020-01-23,3
314,Hainan,China,2020-01-23,5
315,Hebei,China,2020-01-23,1
316,Heilongjiang,China,2020-01-23,2
317,Henan,China,2020-01-23,5
318,Hong Kong,China,2020-01-23,2
319,Hubei,China,2020-01-23,444
320,Hunan,China,2020-01-23,9
321,Inner Mongolia,China,2020-01-23,0
322,Jiangsu,China,2020-01-23,5
323,Jiangxi,China,2020-01-23,7
324,Jilin,China,2020-01-23,1
325,Liaoning,China,2020-01-23,3
326,Macau,China,2020-01-23,2
327,Ningxia,China,2020-01-23,1
328,Qinghai,China,2020-01-23,0
329,Shaanxi,China,2020-01-23,3
330,Shandong,China,2020-01-23,6
331,Shanghai,China,2020-01-23,16
332,Shanxi,China,2020-01-23,1
333,Sichuan,China,2020-01-23,8
334,Tianjin,China,2020-01-23,4
335,Tibet,China,2020-01-23,0
336,Xinjiang,China,2020-01-23,2
337,Yunnan,China,2020-01-23,2
338,Zhejiang,China,2020-01-23,27
339,,Colombia,2020-01-23,0
340,,Costa Rica,2020-01-23,0
341,,Cote d'Ivoire,2020-01-23,0
342,,Croatia,2020-01-23,0
343,,Cuba,2020-01-23,0
344,,Cyprus,2020-01-23,0
345,,Czechia,2020-01-23,0
346,Faroe Islands,Denmark,2020-01-23,0
347,Greenland,Denmark,2020-01-23,0
348,,Denmark,2020-01-23,0
349,,Djibouti,2020-01-23,0
350,,Dominican Republic,2020-01-23,0
351,,Ecuador,2020-01-23,0
352,,Egypt,2020-01-23,0
353,,El Salvador,2020-01-23,0
354,,Equatorial Guinea,2020-01-23,0
355,,Eritrea,2020-01-23,0
356,,Estonia,2020-01-23,0
357,,Eswatini,2020-01-23,0
358,,Ethiopia,2020-01-23,0
359,,Fiji,2020-01-23,0
360,,Finland,2020-01-23,0
361,French Guiana,France,2020-01-23,0
362,French Polynesia,France,2020-01-23,0
363,Guadeloupe,France,2020-01-23,0
364,Mayotte,France,2020-01-23,0
365,New Caledonia,France,2020-01-23,0
366,Reunion,France,2020-01-23,0
367,Saint Barthelemy,France,2020-01-23,0
368,St Martin,France,2020-01-23,0
369,Martinique,France,2020-01-23,0
370,,France,2020-01-23,0
371,,Gabon,2020-01-23,0
372,,Gambia,2020-01-23,0
373,,Georgia,2020-01-23,0
374,,Germany,2020-01-23,0
375,,Ghana,2020-01-23,0
376,,Greece,2020-01-23,0
377,,Guatemala,2020-01-23,0
378,,Guinea,2020-01-23,0
379,,Guyana,2020-01-23,0
380,,Haiti,2020-01-23,0
381,,Honduras,2020-01-23,0
382,,Hungary,2020-01-23,0
383,,Iceland,2020-01-23,0
384,,India,2020-01-23,0
385,,Indonesia,2020-01-23,0
386,,Iran,2020-01-23,0
387,,Iraq,2020-01-23,0
388,,Ireland,2020-01-23,0
389,,Israel,2020-01-23,0
390,,Italy,2020-01-23,0
391,,Jamaica,2020-01-23,0
392,,Japan,2020-01-23,2
393,,Jordan,2020-01-23,0
394,,Kazakhstan,2020-01-23,0
395,,Kenya,2020-01-23,0
396,,"Korea, South",2020-01-23,1
397,,Kuwait,2020-01-23,0
398,,Kyrgyzstan,2020-01-23,0
399,,Latvia,2020-01-23,0
400,,Lebanon,2020-01-23,0
401,,Liberia,2020-01-23,0
402,,Liechtenstein,2020-01-23,0
403,,Lithuania,2020-01-23,0
404,,Luxembourg,2020-01-23,0
405,,Madagascar,2020-01-23,0
406,,Malaysia,2020-01-23,0
407,,Maldives,2020-01-23,0
408,,Malta,2020-01-23,0
409,,Mauritania,2020-01-23,0
410,,Mauritius,2020-01-23,0
411,,Mexico,2020-01-23,0
412,,Moldova,2020-01-23,0
413,,Monaco,2020-01-23,0
414,,Mongolia,2020-01-23,0
415,,Montenegro,2020-01-23,0
416,,Morocco,2020-01-23,0
417,,Namibia,2020-01-23,0
418,,Nepal,2020-01-23,0
419,Aruba,Netherlands,2020-01-23,0
420,Curacao,Netherlands,2020-01-23,0
421,Sint Maarten,Netherlands,2020-01-23,0
422,,Netherlands,2020-01-23,0
423,,New Zealand,2020-01-23,0
424,,Nicaragua,2020-01-23,0
425,,Niger,2020-01-23,0
426,,Nigeria,2020-01-23,0
427,,North Macedonia,2020-01-23,0
428,,Norway,2020-01-23,0
429,,Oman,2020-01-23,0
430,,Pakistan,2020-01-23,0
431,,Panama,2020-01-23,0
432,,Papua New Guinea,2020-01-23,0
433,,Paraguay,2020-01-23,0
434,,Peru,2020-01-23,0
435,,Philippines,2020-01-23,0
436,,Poland,2020-01-23,0
437,,Portugal,2020-01-23,0
438,,Qatar,2020-01-23,0
439,,Romania,2020-01-23,0
440,,Russia,2020-01-23,0
441,,Rwanda,2020-01-23,0
442,,Saint Lucia,2020-01-23,0
443,,Saint Vincent and the Grenadines,2020-01-23,0
444,,San Marino,2020-01-23,0
445,,Saudi Arabia,2020-01-23,0
446,,Senegal,2020-01-23,0
447,,Serbia,2020-01-23,0
448,,Seychelles,2020-01-23,0
449,,Singapore,2020-01-23,1
450,,Slovakia,2020-01-23,0
451,,Slovenia,2020-01-23,0
452,,Somalia,2020-01-23,0
453,,South Africa,2020-01-23,0
454,,Spain,2020-01-23,0
455,,Sri Lanka,2020-01-23,0
456,,Sudan,2020-01-23,0
457,,Suriname,2020-01-23,0
458,,Sweden,2020-01-23,0
459,,Switzerland,2020-01-23,0
460,,Taiwan*,2020-01-23,1
461,,Tanzania,2020-01-23,0
462,,Thailand,2020-01-23,3
463,,Togo,2020-01-23,0
464,,Trinidad and Tobago,2020-01-23,0
465,,Tunisia,2020-01-23,0
466,,Turkey,2020-01-23,0
467,,Uganda,2020-01-23,0
468,,Ukraine,2020-01-23,0
469,,United Arab Emirates,2020-01-23,0
470,Bermuda,United Kingdom,2020-01-23,0
471,Cayman Islands,United Kingdom,2020-01-23,0
472,Channel Islands,United Kingdom,2020-01-23,0
473,Gibraltar,United Kingdom,2020-01-23,0
474,Isle of Man,United Kingdom,2020-01-23,0
475,Montserrat,United Kingdom,2020-01-23,0
476,,United Kingdom,2020-01-23,0
477,,Uruguay,2020-01-23,0
478,,US,2020-01-23,1
479,,Uzbekistan,2020-01-23,0
480,,Venezuela,2020-01-23,0
481,,Vietnam,2020-01-23,2
482,,Zambia,2020-01-23,0
483,,Zimbabwe,2020-01-23,0
484,Diamond Princess,Canada,2020-01-23,0
485,,Dominica,2020-01-23,0
486,,Grenada,2020-01-23,0
487,,Mozambique,2020-01-23,0
488,,Syria,2020-01-23,0
489,,Belize,2020-01-23,0
490,Recovered,Canada,2020-01-23,0
491,,Laos,2020-01-23,0
492,,Libya,2020-01-23,0
493,,Guinea-Bissau,2020-01-23,0
494,,Mali,2020-01-23,0
495,,Saint Kitts and Nevis,2020-01-23,0
496,Northwest Territories,Canada,2020-01-23,0
497,Yukon,Canada,2020-01-23,0
498,,Burma,2020-01-23,0
499,Anguilla,United Kingdom,2020-01-23,0
500,British Virgin Islands,United Kingdom,2020-01-23,0
501,Turks and Caicos Islands,United Kingdom,2020-01-23,0
502,,Botswana,2020-01-23,0
503,,Burundi,2020-01-23,0
504,,Sierra Leone,2020-01-23,0
505,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-23,0
506,,Malawi,2020-01-23,0
507,Falkland Islands (Malvinas),United Kingdom,2020-01-23,0
508,Saint Pierre and Miquelon,France,2020-01-23,0
509,,South Sudan,2020-01-23,0
510,,Sao Tome and Principe,2020-01-23,0
511,,Yemen,2020-01-23,0
512,,Comoros,2020-01-23,0
513,,Tajikistan,2020-01-23,0
514,,Afghanistan,2020-01-24,0
515,,Albania,2020-01-24,0
516,,Algeria,2020-01-24,0
517,,Andorra,2020-01-24,0
518,,Angola,2020-01-24,0
519,,Antigua and Barbuda,2020-01-24,0
520,,Argentina,2020-01-24,0
521,,Armenia,2020-01-24,0
522,Australian Capital Territory,Australia,2020-01-24,0
523,New South Wales,Australia,2020-01-24,0
524,Northern Territory,Australia,2020-01-24,0
525,Queensland,Australia,2020-01-24,0
526,South Australia,Australia,2020-01-24,0
527,Tasmania,Australia,2020-01-24,0
528,Victoria,Australia,2020-01-24,0
529,Western Australia,Australia,2020-01-24,0
530,,Austria,2020-01-24,0
531,,Azerbaijan,2020-01-24,0
532,,Bahamas,2020-01-24,0
533,,Bahrain,2020-01-24,0
534,,Bangladesh,2020-01-24,0
535,,Barbados,2020-01-24,0
536,,Belarus,2020-01-24,0
537,,Belgium,2020-01-24,0
538,,Benin,2020-01-24,0
539,,Bhutan,2020-01-24,0
540,,Bolivia,2020-01-24,0
541,,Bosnia and Herzegovina,2020-01-24,0
542,,Brazil,2020-01-24,0
543,,Brunei,2020-01-24,0
544,,Bulgaria,2020-01-24,0
545,,Burkina Faso,2020-01-24,0
546,,Cabo Verde,2020-01-24,0
547,,Cambodia,2020-01-24,0
548,,Cameroon,2020-01-24,0
549,Alberta,Canada,2020-01-24,0
550,British Columbia,Canada,2020-01-24,0
551,Grand Princess,Canada,2020-01-24,0
552,Manitoba,Canada,2020-01-24,0
553,New Brunswick,Canada,2020-01-24,0
554,Newfoundland and Labrador,Canada,2020-01-24,0
555,Nova Scotia,Canada,2020-01-24,0
556,Ontario,Canada,2020-01-24,0
557,Prince Edward Island,Canada,2020-01-24,0
558,Quebec,Canada,2020-01-24,0
559,Saskatchewan,Canada,2020-01-24,0
560,,Central African Republic,2020-01-24,0
561,,Chad,2020-01-24,0
562,,Chile,2020-01-24,0
563,Anhui,China,2020-01-24,15
564,Beijing,China,2020-01-24,36
565,Chongqing,China,2020-01-24,27
566,Fujian,China,2020-01-24,10
567,Gansu,China,2020-01-24,2
568,Guangdong,China,2020-01-24,53
569,Guangxi,China,2020-01-24,23
570,Guizhou,China,2020-01-24,3
571,Hainan,China,2020-01-24,8
572,Hebei,China,2020-01-24,2
573,Heilongjiang,China,2020-01-24,4
574,Henan,China,2020-01-24,9
575,Hong Kong,China,2020-01-24,2
576,Hubei,China,2020-01-24,549
577,Hunan,China,2020-01-24,24
578,Inner Mongolia,China,2020-01-24,1
579,Jiangsu,China,2020-01-24,9
580,Jiangxi,China,2020-01-24,18
581,Jilin,China,2020-01-24,3
582,Liaoning,China,2020-01-24,4
583,Macau,China,2020-01-24,2
584,Ningxia,China,2020-01-24,2
585,Qinghai,China,2020-01-24,0
586,Shaanxi,China,2020-01-24,5
587,Shandong,China,2020-01-24,15
588,Shanghai,China,2020-01-24,20
589,Shanxi,China,2020-01-24,1
590,Sichuan,China,2020-01-24,15
591,Tianjin,China,2020-01-24,8
592,Tibet,China,2020-01-24,0
593,Xinjiang,China,2020-01-24,2
594,Yunnan,China,2020-01-24,5
595,Zhejiang,China,2020-01-24,43
596,,Colombia,2020-01-24,0
597,,Costa Rica,2020-01-24,0
598,,Cote d'Ivoire,2020-01-24,0
599,,Croatia,2020-01-24,0
600,,Cuba,2020-01-24,0
601,,Cyprus,2020-01-24,0
602,,Czechia,2020-01-24,0
603,Faroe Islands,Denmark,2020-01-24,0
604,Greenland,Denmark,2020-01-24,0
605,,Denmark,2020-01-24,0
606,,Djibouti,2020-01-24,0
607,,Dominican Republic,2020-01-24,0
608,,Ecuador,2020-01-24,0
609,,Egypt,2020-01-24,0
610,,El Salvador,2020-01-24,0
611,,Equatorial Guinea,2020-01-24,0
612,,Eritrea,2020-01-24,0
613,,Estonia,2020-01-24,0
614,,Eswatini,2020-01-24,0
615,,Ethiopia,2020-01-24,0
616,,Fiji,2020-01-24,0
617,,Finland,2020-01-24,0
618,French Guiana,France,2020-01-24,0
619,French Polynesia,France,2020-01-24,0
620,Guadeloupe,France,2020-01-24,0
621,Mayotte,France,2020-01-24,0
622,New Caledonia,France,2020-01-24,0
623,Reunion,France,2020-01-24,0
624,Saint Barthelemy,France,2020-01-24,0
625,St Martin,France,2020-01-24,0
626,Martinique,France,2020-01-24,0
627,,France,2020-01-24,2
628,,Gabon,2020-01-24,0
629,,Gambia,2020-01-24,0
630,,Georgia,2020-01-24,0
631,,Germany,2020-01-24,0
632,,Ghana,2020-01-24,0
633,,Greece,2020-01-24,0
634,,Guatemala,2020-01-24,0
635,,Guinea,2020-01-24,0
636,,Guyana,2020-01-24,0
637,,Haiti,2020-01-24,0
638,,Honduras,2020-01-24,0
639,,Hungary,2020-01-24,0
640,,Iceland,2020-01-24,0
641,,India,2020-01-24,0
642,,Indonesia,2020-01-24,0
643,,Iran,2020-01-24,0
644,,Iraq,2020-01-24,0
645,,Ireland,2020-01-24,0
646,,Israel,2020-01-24,0
647,,Italy,2020-01-24,0
648,,Jamaica,2020-01-24,0
649,,Japan,2020-01-24,2
650,,Jordan,2020-01-24,0
651,,Kazakhstan,2020-01-24,0
652,,Kenya,2020-01-24,0
653,,"Korea, South",2020-01-24,2
654,,Kuwait,2020-01-24,0
655,,Kyrgyzstan,2020-01-24,0
656,,Latvia,2020-01-24,0
657,,Lebanon,2020-01-24,0
658,,Liberia,2020-01-24,0
659,,Liechtenstein,2020-01-24,0
660,,Lithuania,2020-01-24,0
661,,Luxembourg,2020-01-24,0
662,,Madagascar,2020-01-24,0
663,,Malaysia,2020-01-24,0
664,,Maldives,2020-01-24,0
665,,Malta,2020-01-24,0
666,,Mauritania,2020-01-24,0
667,,Mauritius,2020-01-24,0
668,,Mexico,2020-01-24,0
669,,Moldova,2020-01-24,0
670,,Monaco,2020-01-24,0
671,,Mongolia,2020-01-24,0
672,,Montenegro,2020-01-24,0
673,,Morocco,2020-01-24,0
674,,Namibia,2020-01-24,0
675,,Nepal,2020-01-24,0
676,Aruba,Netherlands,2020-01-24,0
677,Curacao,Netherlands,2020-01-24,0
678,Sint Maarten,Netherlands,2020-01-24,0
679,,Netherlands,2020-01-24,0
680,,New Zealand,2020-01-24,0
681,,Nicaragua,2020-01-24,0
682,,Niger,2020-01-24,0
683,,Nigeria,2020-01-24,0
684,,North Macedonia,2020-01-24,0
685,,Norway,2020-01-24,0
686,,Oman,2020-01-24,0
687,,Pakistan,2020-01-24,0
688,,Panama,2020-01-24,0
689,,Papua New Guinea,2020-01-24,0
690,,Paraguay,2020-01-24,0
691,,Peru,2020-01-24,0
692,,Philippines,2020-01-24,0
693,,Poland,2020-01-24,0
694,,Portugal,2020-01-24,0
695,,Qatar,2020-01-24,0
696,,Romania,2020-01-24,0
697,,Russia,2020-01-24,0
698,,Rwanda,2020-01-24,0
699,,Saint Lucia,2020-01-24,0
700,,Saint Vincent and the Grenadines,2020-01-24,0
701,,San Marino,2020-01-24,0
702,,Saudi Arabia,2020-01-24,0
703,,Senegal,2020-01-24,0
704,,Serbia,2020-01-24,0
705,,Seychelles,2020-01-24,0
706,,Singapore,2020-01-24,3
707,,Slovakia,2020-01-24,0
708,,Slovenia,2020-01-24,0
709,,Somalia,2020-01-24,0
710,,South Africa,2020-01-24,0
711,,Spain,2020-01-24,0
712,,Sri Lanka,2020-01-24,0
713,,Sudan,2020-01-24,0
714,,Suriname,2020-01-24,0
715,,Sweden,2020-01-24,0
716,,Switzerland,2020-01-24,0
717,,Taiwan*,2020-01-24,3
718,,Tanzania,2020-01-24,0
719,,Thailand,2020-01-24,5
720,,Togo,2020-01-24,0
721,,Trinidad and Tobago,2020-01-24,0
722,,Tunisia,2020-01-24,0
723,,Turkey,2020-01-24,0
724,,Uganda,2020-01-24,0
725,,Ukraine,2020-01-24,0
726,,United Arab Emirates,2020-01-24,0
727,Bermuda,United Kingdom,2020-01-24,0
728,Cayman Islands,United Kingdom,2020-01-24,0
729,Channel Islands,United Kingdom,2020-01-24,0
730,Gibraltar,United Kingdom,2020-01-24,0
731,Isle of Man,United Kingdom,2020-01-24,0
732,Montserrat,United Kingdom,2020-01-24,0
733,,United Kingdom,2020-01-24,0
734,,Uruguay,2020-01-24,0
735,,US,2020-01-24,2
736,,Uzbekistan,2020-01-24,0
737,,Venezuela,2020-01-24,0
738,,Vietnam,2020-01-24,2
739,,Zambia,2020-01-24,0
740,,Zimbabwe,2020-01-24,0
741,Diamond Princess,Canada,2020-01-24,0
